"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"36059","0","10","70","0","2021","1","","Nassau County, New York","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",53517,569380,571673,577300,10017792072,3492200721,121985827,1345,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-683,-1.3,-53986,-8.7,-52359,-8.4,-40397,-6.5,-138444175,-1.4,-222774055,-6.0,41653842,51.9,88,7.0
"36059","0","10","70","0","2021","2","","Nassau County, New York","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",53361,586302,591296,601684,10565267210,1199638213,43063168,1370,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-495,-0.9,107916,22.6,87464,17.4,68749,12.9,1458551266,16.0,351485296,41.4,25148627,140.4,-17,-1.2
"36059","0","10","70","0","2021","3","","Nassau County, New York","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",53761,582289,577424,594501,9882639449,766955775,27877458,1300,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-376,-0.7,57171,10.9,40141,7.5,28173,5.0,817631644,9.0,99032590,14.8,12775797,84.6,16,1.2
"36059","0","10","70","0","2021","4","","Nassau County, New York","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",55616,611352,616881,620381,12290781450,734798740,26516301,1534,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",929,1.7,32366,5.6,32993,5.7,35411,6.1,1262414524,11.4,135558028,22.6,12994588,96.1,78,5.4
"36059","1","10","71","0","2021","1","","Nassau County, New York","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",105,5183,5250,5236,104826640,0,0,1544,"",0.34,0.44,0.45,0.44,0.42,0.00,0.00,0.94,"",7,7.1,122,2.4,149,2.9,106,2.1,2795454,2.7,0,0.0,0,0.0,4,0.3
"36059","1","10","71","0","2021","2","","Nassau County, New York","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",105,5315,5201,5198,119766536,0,0,1759,"",0.35,0.45,0.44,0.43,0.39,0.00,0.00,0.89,"",6,6.1,194,3.8,62,1.2,-12,-0.2,2818312,2.4,0,0.0,0,0.0,14,0.8
"36059","1","10","71","0","2021","3","","Nassau County, New York","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",105,5218,5224,5216,105642151,0,0,1557,"",0.35,0.44,0.45,0.44,0.41,0.00,0.00,0.92,"",3,2.9,73,1.4,-977,-15.8,-1034,-16.5,-1879035,-1.7,0,0.0,0,0.0,147,10.4
"36059","1","10","71","0","2021","4","","Nassau County, New York","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",106,5166,5218,5321,124078540,0,0,1823,"",0.35,0.43,0.43,0.44,0.39,0.00,0.00,0.90,"",3,2.9,-512,-9.0,-217,-4.0,-69,-1.3,1543604,1.3,0,0.0,0,0.0,110,6.4
"36059","1","102","72","0","2021","1","","Nassau County, New York","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",105,5183,5250,5236,104826640,0,0,1544,"",0.34,0.45,0.45,0.45,0.42,0.00,0.00,0.94,"",7,7.1,122,2.4,149,2.9,106,2.1,2795454,2.7,0,0.0,0,0.0,4,0.3
"36059","1","102","72","0","2021","2","","Nassau County, New York","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",105,5315,5201,5198,119766536,0,0,1759,"",0.35,0.45,0.45,0.44,0.40,0.00,0.00,0.89,"",6,6.1,194,3.8,62,1.2,-12,-0.2,2818312,2.4,0,0.0,0,0.0,14,0.8
"36059","1","102","72","0","2021","3","","Nassau County, New York","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",105,5218,5224,5216,105642151,0,0,1557,"",0.35,0.45,0.46,0.45,0.42,0.00,0.00,0.92,"",3,2.9,73,1.4,-977,-15.8,-1034,-16.5,-1879035,-1.7,0,0.0,0,0.0,147,10.4
"36059","1","102","72","0","2021","4","","Nassau County, New York","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",106,5166,5218,5321,124078540,0,0,1823,"",0.35,0.44,0.44,0.45,0.40,0.00,0.00,0.90,"",3,2.9,-512,-9.0,-217,-4.0,-69,-1.3,1543604,1.3,0,0.0,0,0.0,110,6.4
"36059","1","1021","73","0","2021","1","","Nassau County, New York","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",79,4047,4119,4107,78894987,0,0,1483,"",0.52,1.47,1.49,1.49,1.76,0.00,0.00,1.19,"",5,6.8,142,3.6,222,5.7,193,4.9,2916027,3.8,0,0.0,0,0.0,-14,-0.9
"36059","1","1021","73","0","2021","2","","Nassau County, New York","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",79,4184,4068,4056,89330363,0,0,1675,"",0.53,1.49,1.48,1.46,1.67,0.00,0.00,1.13,"",4,5.3,275,7.0,110,2.8,31,0.8,2509609,2.9,0,0.0,0,0.0,-10,-0.6
"36059","1","1021","73","0","2021","3","","Nassau County, New York","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",79,4058,4065,4059,78043673,0,0,1478,"",0.53,1.50,1.53,1.48,1.82,0.00,0.00,1.21,"",2,2.6,163,4.2,-2,0.0,-11,-0.3,1055944,1.4,0,0.0,0,0.0,1,0.1
"36059","1","1021","73","0","2021","4","","Nassau County, New York","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",80,4020,4067,4186,92198759,0,0,1734,"",0.53,1.46,1.43,1.45,1.63,0.00,0.00,1.13,"",3,3.9,-24,-0.6,-149,-3.5,-32,-0.8,2095075,2.3,0,0.0,0,0.0,68,4.1
"36059","1","1024","73","0","2021","1","","Nassau County, New York","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,12,11,11,252966,0,0,1717,"",0.14,0.04,0.04,0.04,0.04,0.00,0.00,1.00,"",0,0.0,1,9.1,0,0.0,-1,-8.3,8339,3.4,0,0.0,0,0.0,57,3.4
"36059","1","1024","73","0","2021","2","","Nassau County, New York","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,11,11,14,253940,0,0,1628,"",0.14,0.04,0.04,0.05,0.03,0.00,0.00,0.83,"",0,0.0,-1,-8.3,-1,-8.3,-1,-6.7,-59150,-18.9,0,0.0,0,0.0,-225,-12.1
"36059","1","1024","73","0","2021","3","","Nassau County, New York","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,14,13,12,357417,0,0,2115,"",0.14,0.05,0.05,0.04,0.05,0.00,0.00,1.09,"",0,0.0,-1,-6.7,-3,-18.8,0,0.0,49350,16.0,0,0.0,0,0.0,462,27.9
"36059","1","1024","73","0","2021","4","","Nassau County, New York","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,12,12,11,277909,0,0,1832,"",0.14,0.04,0.04,0.04,0.04,0.00,0.00,0.87,"",0,0.0,-1,-7.7,0,0.0,-1,-8.3,-42925,-13.4,0,0.0,0,0.0,-169,-8.4
"36059","1","1026","73","0","2021","1","","Nassau County, New York","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,13,12,12,179140,0,0,1117,"",0.13,0.08,0.07,0.07,0.08,0.00,0.00,1.09,"",0,0.0,-3,-18.8,-2,-14.3,-2,-14.3,631,0.4,0,0.0,0,0.0,181,19.3
"36059","1","1026","73","0","2021","2","","Nassau County, New York","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,12,12,14,226475,0,0,1375,"",0.13,0.07,0.06,0.07,0.08,0.00,0.00,1.18,"",0,0.0,1,9.1,2,20.0,3,27.3,59840,35.9,0,0.0,0,0.0,173,14.4
"36059","1","1026","73","0","2021","3","","Nassau County, New York","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,15,14,15,236477,0,0,1240,"",0.13,0.08,0.07,0.08,0.09,0.00,0.00,1.20,"",0,0.0,1,7.1,-4,-22.2,-5,-25.0,-16045,-6.4,0,0.0,0,0.0,119,10.6
"36059","1","1026","73","0","2021","4","","Nassau County, New York","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,15,15,13,259248,0,0,1391,"",0.13,0.08,0.08,0.07,0.09,0.00,0.00,1.14,"",0,0.0,-5,-25.0,-1,-6.2,-1,-7.1,2698,1.1,0,0.0,0,0.0,207,17.5
"36059","1","1027","73","0","2021","1","","Nassau County, New York","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",2,33,36,34,469417,0,0,1052,"",2.50,1.69,1.84,1.74,1.69,0.00,0.00,0.96,"",0,0.0,0,0.0,5,16.1,1,3.0,21117,4.7,0,0.0,0,0.0,-15,-1.4
"36059","1","1027","73","0","2021","2","","Nassau County, New York","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",2,33,33,33,548115,0,0,1278,"",2.57,1.68,1.68,1.65,1.72,0.00,0.00,1.03,"",0,0.0,6,22.2,6,22.2,6,22.2,83879,18.1,0,0.0,0,0.0,-45,-3.4
"36059","1","1027","73","0","2021","3","","Nassau County, New York","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",2,32,32,32,463596,0,0,1114,"",2.57,1.66,1.67,1.64,1.65,0.00,0.00,0.99,"",0,0.0,5,18.5,7,28.0,7,28.0,98642,27.0,0,0.0,0,0.0,20,1.8
"36059","1","1027","73","0","2021","4","","Nassau County, New York","Federal Government","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",2,31,31,31,512627,0,0,1272,"",2.56,1.57,1.55,1.56,1.47,0.00,0.00,0.94,"",0,0.0,0,0.0,-3,-8.8,-4,-11.4,-5776,-1.1,0,0.0,0,0.0,76,6.4
"36059","1","1028","73","0","2021","1","","Nassau County, New York","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",22,1078,1072,1072,25030130,0,0,1793,"",0.17,0.17,0.17,0.17,0.16,0.00,0.00,0.98,"",2,10.0,-18,-1.6,-76,-6.6,-85,-7.3,-150660,-0.6,0,0.0,0,0.0,84,4.9
"36059","1","1028","73","0","2021","2","","Nassau County, New York","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",22,1075,1077,1081,29407643,0,0,2099,"",0.17,0.16,0.16,0.16,0.16,0.00,0.00,0.95,"",2,10.0,-87,-7.5,-55,-4.9,-51,-4.5,224134,0.8,0,0.0,0,0.0,133,6.8
"36059","1","1028","73","0","2021","3","","Nassau County, New York","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",22,1099,1100,1098,26540988,0,0,1858,"",0.18,0.17,0.17,0.17,0.17,0.00,0.00,0.98,"",1,4.8,-95,-8.0,-975,-47.0,-1025,-48.3,-3066926,-10.4,0,0.0,0,0.0,591,46.6
"36059","1","1028","73","0","2021","4","","Nassau County, New York","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",22,1088,1093,1080,30829997,0,0,2182,"",0.18,0.16,0.16,0.16,0.16,0.00,0.00,0.97,"",0,0.0,-482,-30.7,-64,-5.5,-31,-2.8,-505468,-1.6,0,0.0,0,0.0,298,15.8
